Ship_Mode,Segment,Country,City,State,Postal_Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Fecha_Estimada,Anio,Mes,Margen_Profit,Venta_Promedio_Unidad,Rango_Descuento
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,181.86,7,0.0,50.9208,2014-11-14,2014,11,0.27999999999999997,25.98,0%
Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Bookcases,180.588,2,0.7,-240.784,2014-11-14,2014,11,-1.3333333333333333,90.294,61%-80%
Standard Class,Consumer,United States,Fort Collins,Colorado,80525,West,Technology,Accessories,47.984,2,0.2,0.5998,2014-11-14,2014,11,0.012499999999999999,23.992,1%-20%
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,18.76,2,0.0,9.0048,2014-11-14,2014,11,0.4799999999999999,9.38,0%
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,20.94,3,0.0,6.0726,2014-11-14,2014,11,0.29,6.98,0%
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,58.68,2,0.0,18.1908,2014-11-14,2014,11,0.31,29.34,0%
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,254.9,5,0.0,68.823,2014-11-14,2014,11,0.26999999999999996,50.980000000000004,0%
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Binders,9.64,2,0.0,4.4344,2014-11-15,2014,11,0.45999999999999996,4.82,0%
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Technology,Accessories,826.62,3,0.0,355.4466,2014-11-15,2014,11,0.43,275.54,0%
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Storage,1633.14,9,0.0,473.6106,2014-11-15,2014,11,0.29,181.46,0%
Second Class,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Storage,544.38,3,0.0,157.8702,2014-11-15,2014,11,0.29000000000000004,181.46,0%
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782,2014-11-15,2014,11,-1.7,8.682,61%-80%
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,74.352,3,0.2,26.9526,2014-11-15,2014,11,0.3625,24.784000000000002,1%-20%
Standard Class,Corporate,United States,Lowell,Massachusetts,1852,East,Technology,Phones,69.93,7,0.0,32.1678,2014-11-15,2014,11,0.45999999999999996,9.99,0%
Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Labels,3.75,1,0.0,1.8,2014-11-15,2014,11,0.48000000000000004,3.75,0%
Second Class,Corporate,United States,Woodland,California,95695,West,Office Supplies,Binders,20.928,4,0.2,7.5864,2014-11-15,2014,11,0.3625,5.232,1%-20%
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,12.672,3,0.2,-3.168,2014-11-15,2014,11,-0.25,4.224,1%-20%
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,65.99,1,0.0,17.1574,2014-11-16,2014,11,0.26,65.99,0%
Standard Class,Corporate,United States,Missouri City,Texas,77489,Central,Office Supplies,Binders,6.37,7,0.8,-9.555,2014-11-16,2014,11,-1.5,0.91,61%-80%
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.648,3,0.8,-6.0192,2014-11-16,2014,11,-1.65,1.216,61%-80%
First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,31.104,6,0.2,10.8864,2014-11-16,2014,11,0.35000000000000003,5.184,1%-20%
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Fasteners,23.34,3,0.0,0.2334,2014-11-16,2014,11,0.01,7.78,0%
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,29.97,3,0.0,14.0859,2014-11-16,2014,11,0.47000000000000003,9.99,0%
Same Day,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Binders,3.366,3,0.7,-2.244,2014-11-16,2014,11,-0.6666666666666667,1.122,61%-80%
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,95.968,4,0.2,9.5968,2014-11-16,2014,11,0.09999999999999999,23.992,1%-20%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,18.704,7,0.2,2.338,2014-11-16,2014,11,0.125,2.672,1%-20%
Second Class,Consumer,United States,Akron,Ohio,44312,East,Furniture,Furnishings,149.232,3,0.2,3.7308,2014-11-16,2014,11,0.024999999999999998,49.744,1%-20%
Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,15.936,4,0.2,5.7768,2014-11-17,2014,11,0.3625,3.984,1%-20%
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Phones,601.536,8,0.2,60.1536,2014-11-17,2014,11,0.1,75.192,1%-20%
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,10.99,1,0.0,4.2861,2014-11-17,2014,11,0.39,10.99,0%
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,39.88,2,0.0,11.1664,2014-11-17,2014,11,0.27999999999999997,19.94,0%
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,62.24,8,0.0,28.008,2014-11-17,2014,11,0.44999999999999996,7.78,0%
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,53.2,5,0.0,14.896,2014-11-17,2014,11,0.28,10.64,0%
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,39.84,8,0.0,18.3264,2014-11-17,2014,11,0.45999999999999996,4.98,0%
Standard Class,Corporate,United States,Fresno,California,93727,West,Technology,Accessories,349.95,5,0.0,118.983,2014-11-17,2014,11,0.34,69.99,0%
Standard Class,Corporate,United States,Fresno,California,93727,West,Technology,Phones,377.928,9,0.2,141.723,2014-11-17,2014,11,0.37500000000000006,41.992,1%-20%
Standard Class,Corporate,United States,Pearland,Texas,77581,Central,Office Supplies,Envelopes,13.392,3,0.2,5.022,2014-11-17,2014,11,0.37500000000000006,4.4639999999999995,1%-20%
Standard Class,Corporate,United States,Pearland,Texas,77581,Central,Office Supplies,Binders,11.228,7,0.8,-18.5262,2014-11-18,2014,11,-1.65,1.6039999999999999,61%-80%
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Office Supplies,Appliances,207.24,11,0.0,58.0272,2014-11-18,2014,11,0.27999999999999997,18.84,0%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,1.504,1,0.2,0.1692,2014-11-18,2014,11,0.11249999999999999,1.504,1%-20%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.848,2,0.2,6.534,2014-11-18,2014,11,0.1875,17.424,1%-20%
First Class,Consumer,United States,San Mateo,California,94403,West,Office Supplies,Labels,75.18,6,0.0,35.3346,2014-11-18,2014,11,0.47,12.530000000000001,0%
Standard Class,Consumer,United States,Oakland,California,94601,West,Technology,Accessories,149.97,3,0.0,52.4895,2014-11-18,2014,11,0.35,49.99,0%
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,931.176,3,0.2,314.2719,2014-11-18,2014,11,0.3375,310.392,1%-20%
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,430.88,2,0.0,124.9552,2014-11-18,2014,11,0.29000000000000004,215.44,0%
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper,94.85,5,0.0,45.528,2014-11-18,2014,11,0.48000000000000004,18.97,0%
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Envelopes,51.12,4,0.0,23.004,2014-11-18,2014,11,0.45000000000000007,12.78,0%
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Technology,Accessories,90.0,1,0.0,32.4,2014-11-19,2014,11,0.36,90.0,0%
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Paper,9.408,2,0.2,3.4104,2014-11-19,2014,11,0.36250000000000004,4.704,1%-20%
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,4.672,2,0.2,1.46,2014-11-19,2014,11,0.3125,2.336,1%-20%
First Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Phones,318.4,2,0.2,107.46,2014-11-19,2014,11,0.3375,159.2,1%-20%
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Envelopes,12.768,6,0.2,4.6284,2014-11-19,2014,11,0.3625,2.128,1%-20%
First Class,Corporate,United States,Tempe,Arizona,85281,West,Office Supplies,Supplies,15.36,2,0.2,-3.264,2014-11-19,2014,11,-0.2125,7.68,1%-20%
First Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Phones,230.376,3,0.2,20.1579,2014-11-19,2014,11,0.08750000000000001,76.792,1%-20%
First Class,Corporate,United States,Tempe,Arizona,85281,West,Technology,Accessories,7.16,1,0.2,-0.0895,2014-11-19,2014,11,-0.012499999999999999,7.16,1%-20%
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,375.34,1,0.0,18.767,2014-11-19,2014,11,0.05,375.34,0%
Second Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,114.9,5,0.0,39.066,2014-11-19,2014,11,0.34,22.98,0%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782,2014-11-20,2014,11,-1.7,8.682,61%-80%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,2.896,1,0.8,-4.7784,2014-11-20,2014,11,-1.6500000000000001,2.896,61%-80%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,32.544,2,0.2,-7.7292,2014-11-20,2014,11,-0.23750000000000002,16.272,1%-20%
First Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Binders,3.984,1,0.2,1.3944,2014-11-20,2014,11,0.35000000000000003,3.984,1%-20%
Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,Tables,181.797,1,0.3,-15.5826,2014-11-20,2014,11,-0.08571428571428572,181.797,21%-40%
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,44.94,3,0.0,12.5832,2014-11-20,2014,11,0.28,14.979999999999999,0%
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,45.576,3,0.2,15.9516,2014-11-20,2014,11,0.35,15.192,1%-20%
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Chairs,318.43,5,0.3,-77.333,2014-11-20,2014,11,-0.24285714285714285,63.686,21%-40%
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,122.92,7,0.2,46.095,2014-11-20,2014,11,0.375,17.56,1%-20%
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Furniture,Furnishings,7.068,3,0.6,-2.8272,2014-11-20,2014,11,-0.4,2.356,41%-60%
First Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,56.45,5,0.0,14.677,2014-11-21,2014,11,0.25999999999999995,11.290000000000001,0%
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,13.468,13,0.8,-22.8956,2014-11-21,2014,11,-1.7000000000000002,1.036,61%-80%
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Phones,219.8,5,0.2,24.7275,2014-11-21,2014,11,0.11249999999999999,43.96,1%-20%
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Chairs,317.058,3,0.3,-18.1176,2014-11-21,2014,11,-0.05714285714285714,105.68599999999999,21%-40%
Second Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,49.08,3,0.0,4.908,2014-11-21,2014,11,0.1,16.36,0%
Second Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,324.9,5,0.0,38.988,2014-11-21,2014,11,0.12000000000000001,64.97999999999999,0%
Second Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,18.24,3,0.0,5.2896,2014-11-21,2014,11,0.29000000000000004,6.079999999999999,0%
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,113.888,2,0.2,9.9652,2014-11-21,2014,11,0.0875,56.944,1%-20%
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,105.584,2,0.2,7.9188,2014-11-21,2014,11,0.075,52.792,1%-20%
Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Fasteners,24.85,7,0.0,11.6795,2014-11-21,2014,11,0.47000000000000003,3.5500000000000003,0%
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,60.312,3,0.2,5.2773,2014-11-22,2014,11,0.08750000000000001,20.104,1%-20%
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.056,3,0.2,2.205,2014-11-22,2014,11,0.3125,2.352,1%-20%
Second Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Phones,27.184,2,0.2,2.0388,2014-11-22,2014,11,0.075,13.592,1%-20%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,107.984,1,0.2,9.4486,2014-11-22,2014,11,0.08750000000000001,107.984,1%-20%
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,19.296,3,0.2,6.03,2014-11-22,2014,11,0.3125,6.4319999999999995,1%-20%
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,4.608,2,0.2,1.6704,2014-11-22,2014,11,0.36250000000000004,2.304,1%-20%
Second Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Tables,79.974,3,0.4,-29.3238,2014-11-22,2014,11,-0.36666666666666664,26.658,21%-40%
Second Class,Corporate,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,2.946,2,0.7,-2.0622,2014-11-22,2014,11,-0.6999999999999998,1.473,61%-80%
Standard Class,Home Office,United States,Highland Park,Illinois,60035,Central,Office Supplies,Binders,3.136,2,0.8,-4.704,2014-11-22,2014,11,-1.4999999999999998,1.568,61%-80%
First Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,2014-11-22,2014,11,0.35,5.184,1%-20%
First Class,Corporate,United States,San Francisco,California,94109,West,Technology,Accessories,99.98,2,0.0,7.9984,2014-11-23,2014,11,0.08,49.99,0%
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,733.95,7,0.0,352.296,2014-11-23,2014,11,0.48,104.85000000000001,0%
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,241.44,3,0.0,72.432,2014-11-23,2014,11,0.3,80.48,0%
Second Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Labels,10.08,4,0.2,3.528,2014-11-23,2014,11,0.35,2.52,1%-20%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,281.904,2,0.2,10.5714,2014-11-23,2014,11,0.037500000000000006,140.952,1%-20%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,201.432,3,0.2,67.9833,2014-11-23,2014,11,0.3375,67.14399999999999,1%-20%
Standard Class,Consumer,United States,Decatur,Alabama,35601,South,Technology,Phones,135.98,2,0.0,33.995,2014-11-23,2014,11,0.25,67.99,0%
Standard Class,Consumer,United States,Decatur,Alabama,35601,South,Technology,Phones,44.95,1,0.0,12.586,2014-11-23,2014,11,0.27999999999999997,44.95,0%
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Technology,Accessories,2.97,3,0.0,1.3068,2014-11-23,2014,11,0.43999999999999995,0.9900000000000001,0%
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Fasteners,6.54,3,0.0,2.6814,2014-11-23,2014,11,0.41,2.18,0%
Second Class,Corporate,United States,Visalia,California,93277,West,Technology,Accessories,7.92,8,0.0,3.4848,2014-11-24,2014,11,0.44,0.99,0%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,203.92,5,0.2,22.941,2014-11-24,2014,11,0.1125,40.784,1%-20%
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Copiers,3359.952,6,0.2,1049.985,2014-11-24,2014,11,0.31249999999999994,559.9920000000001,1%-20%
Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Fasteners,18.24,3,0.0,9.12,2014-11-24,2014,11,0.5,6.079999999999999,0%
Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Art,27.78,6,0.0,9.1674,2014-11-24,2014,11,0.33,4.63,0%
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,22.96,7,0.0,7.5768,2014-11-24,2014,11,0.33,3.2800000000000002,0%
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Technology,Phones,28.99,1,0.0,8.4071,2014-11-24,2014,11,0.29000000000000004,28.99,0%
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,12.96,2,0.0,6.3504,2014-11-24,2014,11,0.48999999999999994,6.48,0%
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,22.96,7,0.0,6.6584,2014-11-24,2014,11,0.29,3.2800000000000002,0%
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Supplies,4164.05,5,0.0,83.281,2014-11-24,2014,11,0.02,832.8100000000001,0%
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Accessories,47.984,2,0.2,13.1956,2014-11-25,2014,11,0.275,23.992,1%-20%
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,4.624,1,0.2,1.6762,2014-11-25,2014,11,0.3625,4.624,1%-20%
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,15.24,3,0.0,5.1816,2014-11-25,2014,11,0.34,5.08,0%
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,63.924,7,0.7,-46.8776,2014-11-25,2014,11,-0.7333333333333334,9.132,61%-80%
Standard Class,Home Office,United States,Muskogee,Oklahoma,74403,Central,Office Supplies,Art,6.56,2,0.0,1.9024,2014-11-25,2014,11,0.29000000000000004,3.28,0%
Standard Class,Home Office,United States,Muskogee,Oklahoma,74403,Central,Office Supplies,Appliances,13.11,3,0.0,3.4086,2014-11-25,2014,11,0.26,4.37,0%
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Phones,494.376,3,0.2,49.4376,2014-11-25,2014,11,0.1,164.792,1%-20%
First Class,Consumer,United States,Temecula,California,92592,West,Office Supplies,Binders,29.2,5,0.2,9.855,2014-11-25,2014,11,0.3375,5.84,1%-20%
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Accessories,248.85,5,0.0,27.3735,2014-11-25,2014,11,0.11,49.769999999999996,0%
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Accessories,36.24,1,0.0,15.2208,2014-11-25,2014,11,0.42,36.24,0%
Standard Class,Consumer,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,11.68,2,0.0,3.504,2014-11-26,2014,11,0.3,5.84,0%
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Supplies,11.91,3,0.0,0.1191,2014-11-26,2014,11,0.01,3.97,0%
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,3.48,2,0.0,1.1136,2014-11-26,2014,11,0.32,1.74,0%
